Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A761877,*Radar,11/10/2017 20:20,11/10/2017 20:20,4403 Scottsdale Rd in Austin (TX),Stray,Injured,Dog,Intact Male,5 months,Chihuahua Shorthair Mix,White/Brown
A761879,,11/11/2017 8:29,11/11/2017 8:29,5701 Johnny Morris Rd in Austin (TX),Stray,Nursing,Dog,Intact Male,4 weeks,Australian Kelpie Mix,Black/Brown
A761882,,11/11/2017 8:29,11/11/2017 8:29,5701 Johnny Morris Rd in Austin (TX),Stray,Nursing,Dog,Intact Male,4 weeks,Australian Kelpie Mix,Tricolor
A761878,,11/11/2017 8:29,11/11/2017 8:29,5701 Johnny Morris Rd in Austin (TX),Stray,Nursing,Dog,Intact Female,2 years,Australian Kelpie Mix,Black/Brown
A761880,,11/11/2017 8:29,11/11/2017 8:29,5701 Johnny Morris Rd in Austin (TX),Stray,Nursing,Dog,Intact Female,4 weeks,Australian Kelpie Mix,Black/Brown
A761881,,11/11/2017 8:29,11/11/2017 8:29,5701 Johnny Morris Rd in Austin (TX),Stray,Nursing,Dog,Intact Male,4 weeks,Australian Kelpie Mix,Tricolor
A761883,*Roxy,11/11/2017 9:50,11/11/2017 9:50,Mckinney Falls And William Cannon in Austin (TX),Stray,Injured,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White
A761886,,11/11/2017 11:04,11/11/2017 11:04,10507 Mcmillian Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Boxer Mix,White/Tricolor
A761889,,11/11/2017 11:25,11/11/2017 11:25,Travis (TX),Stray,Injured,Cat,Unknown,1 year,Domestic Shorthair Mix,Gray/White
A761893,Avery,11/11/2017 11:36,11/11/2017 11:36,Austin (TX),Owner Surrender,Normal,Other,Intact Female,2 years,Guinea Pig Mix,Calico
A761892,Onxy,11/11/2017 11:41,11/11/2017 11:41,8906 Briardale Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black
A761895,,11/11/2017 12:09,11/11/2017 12:09,11700 Metric Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,White/Brown Tabby
A761898,Felix,11/11/2017 12:13,11/11/2017 12:13,933 Coronation Way in Pflugerville (TX),Stray,Normal,Cat,Neutered Male,4 years,Domestic Shorthair Mix,White/Black
A761896,*Simon,11/11/2017 12:15,11/11/2017 12:15,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A761897,*Theodore,11/11/2017 12:15,11/11/2017 12:15,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White
A761894,*Alvin,11/11/2017 12:15,11/11/2017 12:15,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 weeks,Siamese Mix,Lynx Point
A761899,Kiki,11/11/2017 12:24,11/11/2017 12:24,6214 Cameron Road in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A761902,,11/11/2017 12:31,11/11/2017 12:31,2305 Island Wood Road in Austin (TX),Stray,Normal,Cat,Intact Male,6 months,Domestic Shorthair Mix,Orange Tabby
A761901,Caly,11/11/2017 12:42,11/11/2017 12:42,Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,White/Brown
A761905,,11/11/2017 12:49,11/11/2017 12:49,14520 Thunderhead Road in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Orange Tabby
A761904,,11/11/2017 12:49,11/11/2017 12:49,14520 Thunderhead Rd in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A760730,*Taco,11/11/2017 13:12,11/11/2017 13:12,1808 Maple Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,White/Blue
A761906,Romie,11/11/2017 13:25,11/11/2017 13:25,Airport And Goodwin in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Chihuahua Longhair Mix,Red
A761907,,11/11/2017 13:46,11/11/2017 13:46,2500 Dovewood in Austin (TX),Stray,Other,Dog,Intact Male,11 months,Chihuahua Longhair Mix,Brown Brindle
A761914,Aixa,11/11/2017 13:55,11/11/2017 13:55,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,12 years,Siamese Mix,Tan/Brown
A761908,*Hans,11/11/2017 14:02,11/11/2017 14:02,Southridge And Southport in Austin (TX),Stray,Normal,Dog,Intact Male,6 years,Pit Bull Mix,Chocolate/White
A761909,,11/11/2017 14:04,11/11/2017 14:04,Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Longhair Mix,Black/White
A761910,Rusty,11/11/2017 14:05,11/11/2017 14:05,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 years,Australian Kelpie/Labrador Retriever,Brown
A761916,Jenna,11/11/2017 15:21,11/11/2017 15:21,Warrington Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Australian Kelpie Mix,Black/White
A721547,Rogue,11/11/2017 15:21,11/11/2017 15:21,Warrington Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black
A755498,Stanley,11/11/2017 15:33,11/11/2017 15:33,9910 Bilbrook Pl in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/Gray
A753014,,11/11/2017 16:11,11/11/2017 16:11,403 E Ben White Blvd in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
A761923,*Sriracha,11/11/2017 16:14,11/11/2017 16:14,6807 Starcrest Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black/White
A761924,*Tabasco,11/11/2017 16:14,11/11/2017 16:14,6807 Starcrest Lane in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Black/White
A761925,*Chalula,11/11/2017 16:14,11/11/2017 16:14,6807 Starcrest Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black
A730960,Cooper,11/11/2017 16:23,11/11/2017 16:23,Elm Creek Drive And Blue Meadow Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Anatol Shepherd Mix,Tan/White
A558004,Lacy,11/11/2017 17:03,11/11/2017 17:03,Bee Caves Road @ Hwy 71 in Travis (TX),Stray,Normal,Dog,Spayed Female,13 years,Australian Cattle Dog,White/Black
A761928,,11/11/2017 17:19,11/11/2017 17:19,6506 Hickman Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A761931,Honey,11/11/2017 17:53,11/11/2017 17:53,Bluff Springs Road And Quicksilver Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,English Bulldog Mix,Brown/Black
A675918,Dozer,11/11/2017 17:53,11/11/2017 17:53,Bluff Springs Road And Quicksilver Drive in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Old English Bulldog Mix,Brown Brindle/White
A678232,Bb,11/11/2017 17:58,11/11/2017 17:58,3401 West Parmer Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Siberian Husky/Chinese Sharpei,Chocolate
A761929,Strudel,11/11/2017 17:58,11/11/2017 17:58,3401 West Parmer Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Chinese Sharpei Mix,White
A761930,Pebbles,11/11/2017 18:23,11/11/2017 18:23,12001 Hispana Court in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,American Pit Bull Terrier Mix,White/Tan
A761932,Stoly,11/11/2017 18:51,11/11/2017 18:51,Austin (TX),Stray,Normal,Dog,Intact Male,10 years,Cocker Spaniel Mix,Buff
A755897,Tundi,11/12/2017 10:43,11/12/2017 10:43,5808 Mckinney Falls Parkway in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Labrador Retriever/Pit Bull,Red
A761936,,11/12/2017 11:16,11/12/2017 11:16,8400 Old Bee Caves in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Scottish Terrier Mix,Brown Brindle
A761936,,11/12/2017 11:16,11/12/2017 11:16,8400 Old Bee Caves in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Scottish Terrier Mix,Brown Brindle
A761937,*Tiger Lilly,11/12/2017 12:06,11/12/2017 12:06,908 Cedar Glen in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A761938,*Lily,11/12/2017 12:06,11/12/2017 12:06,908 Cedar Glen in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A761940,Cookie,11/12/2017 12:11,11/12/2017 12:11,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 years,American Shorthair Mix,Black/Black
A761942,Sassy,11/12/2017 12:11,11/12/2017 12:11,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 years,American Shorthair Mix,Calico/White
A761943,Gandalf,11/12/2017 12:11,11/12/2017 12:11,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,American Shorthair Mix,Blue
A761790,Mini,11/12/2017 12:18,11/12/2017 12:18,Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair,Black
A732833,Vito,11/12/2017 12:46,11/12/2017 12:46,Donald Drive And Claudia June Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A761950,Lucy,11/12/2017 12:52,11/12/2017 12:52,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,9 years,Domestic Longhair Mix,Blue
A761954,,11/12/2017 13:10,11/12/2017 13:10,4705 Leather Leaf in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,German Shepherd/Pembroke Welsh Corgi,White
A714669,Coota,11/12/2017 13:20,11/12/2017 13:20,Metric And Cedar Bend Drive in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Pit Bull Mix,Black/White
A761957,,11/12/2017 13:53,11/12/2017 13:53,North Lamar And Rundberg in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Yorkshire Terrier Mix,Black/Brown
A761959,*Vivie,11/12/2017 14:22,11/12/2017 14:22,Escarpment And Convict Hill in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Pit Bull Mix,Brown/White
A761960,*Mellow,11/12/2017 14:44,11/12/2017 14:44,11005 Little Thicket Road in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Border Collie/Australian Cattle Dog,Blue Merle
A761006,*Shawn,11/12/2017 14:57,11/12/2017 14:57,Cedar Park (TX),Owner Surrender,Normal,Dog,Neutered Male,7 months,Basenji Mix,Red/White
A761961,Mckinley,11/12/2017 15:05,11/12/2017 15:05,7000 Comanche Trail in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White
A761962,*Scratchy,11/12/2017 15:05,11/12/2017 15:05,7000 Comanche Trail in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,White/Tan
A761964,Kitty,11/12/2017 15:46,11/12/2017 15:46,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A761967,*Paddington,11/12/2017 15:55,11/12/2017 15:55,Chinook Drive And Pinto Path in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Labrador Retriever Mix,Brown/White
A761966,*Ruxpin,11/12/2017 15:55,11/12/2017 15:55,Chinook Drive And Pinto Path in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Labrador Retriever Mix,Brown/White
A761968,,11/12/2017 16:01,11/12/2017 16:01,183 And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Tan/White
A761965,Lady,11/12/2017 16:10,11/12/2017 16:10,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Blue/White
A761969,Apollo,11/12/2017 16:19,11/12/2017 16:19,10505 S Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Blue/White
A761971,Mickey,11/12/2017 16:29,11/12/2017 16:29,7Th Street And Pedernales Street in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Miniature Poodle/Maltese,White
A761973,*Chanel,11/12/2017 16:37,11/12/2017 16:37,Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Pit Bull Mix,Brown/White
A761974,,11/12/2017 16:41,11/12/2017 16:41,Highway 183 And Fm 812 in Austin (TX),Stray,Injured,Cat,Intact Female,4 weeks,Domestic Medium Hair Mix,Black
A761398,,11/12/2017 16:54,11/12/2017 16:54,6520 Kirkwynd Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund Mix,Blue Merle/White
A761976,,11/12/2017 17:08,11/12/2017 17:08,1143 Airport in Austin (TX),Stray,Normal,Bird,Unknown,1 week,Chicken,Brown
A761977,,11/12/2017 17:08,11/12/2017 17:08,1143 Airport in Austin (TX),Stray,Normal,Bird,Unknown,1 week,Chicken,Brown
A761978,,11/12/2017 17:08,11/12/2017 17:08,1143 Airport in Austin (TX),Stray,Normal,Bird,Unknown,1 week,Chicken,Brown
A601675,Miss Pig,11/12/2017 17:12,11/12/2017 17:12,East Parmer And Lamplight Village in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Bull Terrier Mix,Brown/White
A555945,Ralph-E,11/12/2017 17:23,11/12/2017 17:23,Austin (TX),Stray,Normal,Dog,Intact Male,8 years,Yorkshire Terrier Mix,Black/Brown
A761980,,11/12/2017 17:37,11/12/2017 17:37,Chaparral And Dunlap in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Cairn Terrier Mix,Tan/White
A761981,,11/12/2017 17:37,11/12/2017 17:37,Chaparral And Dunlap in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Cairn Terrier Mix,Tan/White
A761987,,11/13/2017 8:46,11/13/2017 8:46,Runberg Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,White/Brown
A761990,*Cashew,11/13/2017 11:01,11/13/2017 11:01,Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Labrador Retriever Mix,Red
A761991,Bear,11/13/2017 11:08,11/13/2017 11:08,2555 Western Trails in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A761992,,11/13/2017 11:09,11/13/2017 11:09,14100 Thermal Drive in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Dachshund/Chihuahua Shorthair,Brown/Tan
A761993,*Millie,11/13/2017 11:23,11/13/2017 11:23,Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Blue/White
A750482,Socks,11/13/2017 11:28,11/13/2017 11:28,6533 Tara Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White
A761994,Juno,11/13/2017 11:40,11/13/2017 11:40,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,7 months,Shetland Sheepdog Mix,Tricolor
A761995,*Tato,11/13/2017 12:01,11/13/2017 12:01,Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Black/White
A761997,Foxy,11/13/2017 12:12,11/13/2017 12:12,3515 Convict Hill Rd in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Tan/White
A717641,Mellow,11/13/2017 12:13,11/13/2017 12:13,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Rat Terrier/Chihuahua Shorthair,Black/White
A761999,Cinnamon,11/13/2017 12:57,11/13/2017 12:57,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown/White
A762005,Maverick,11/13/2017 13:06,11/13/2017 13:06,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,9 years,Rhod Ridgeback/Labrador Retriever,Brown
A762001,*Spruce,11/13/2017 13:36,11/13/2017 13:36,Steck And Mesa in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull/Catahoula,Brown Merle/White
A762006,Jasper,11/13/2017 14:10,11/13/2017 14:10,117010 Kingsview in Austin (TX),Public Assist,Normal,Dog,Intact Male,5 years,Coton De Tulear Mix,White/Black
A746077,Briana,11/13/2017 14:16,11/13/2017 14:16,Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Alaskan Husky Mix,White/Brown
A762008,,11/13/2017 14:20,11/13/2017 14:20,901 W 8Th in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A762012,Appachie Sta,11/13/2017 14:21,11/13/2017 14:21,Chicon Street And East 10Th Street in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Pit Bull Mix,Brown/White
A716922,Lucy,11/13/2017 14:21,11/13/2017 14:21,Chicon Street And East 10Th Street in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,Brown
A762007,,11/13/2017 14:21,11/13/2017 14:21,Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Tan/White
A762009,Apollo,11/13/2017 14:26,11/13/2017 14:26,Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Black/White
A762010,Razor,11/13/2017 14:26,11/13/2017 14:26,Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Tan
A762011,,11/13/2017 14:33,11/13/2017 14:33,10203 Holme Lacey in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Skunk Mix,Black/White
A762023,*Mitch,11/13/2017 15:25,11/13/2017 15:25,4709 Gallego Cir in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A762024,Puppy,11/13/2017 15:36,11/13/2017 15:36,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Cocker Spaniel Mix,Black
A762025,,11/13/2017 16:25,11/13/2017 16:25,2900 N Farm To Market Road 973 in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Pit Bull Mix,Black/White
A762026,,11/13/2017 16:25,11/13/2017 16:25,2900 N Farm To Market Road 973 in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Pit Bull Mix,Black/White
A760425,*Eleven,11/13/2017 16:27,11/13/2017 16:27,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Siberian Husky/German Shepherd,Black/White
A762031,*Pecan,11/13/2017 16:44,11/13/2017 16:44,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Siamese Mix,White/Brown
A762030,*Pumpkin,11/13/2017 16:44,11/13/2017 16:44,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,White/Black
A762029,*Maple,11/13/2017 16:44,11/13/2017 16:44,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Siamese Mix,Seal Point
A741374,Musselini,11/13/2017 16:44,11/13/2017 16:44,11000 North Interstate 35 in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Brown Brindle/White
A762027,*Toby,11/13/2017 16:49,11/13/2017 16:49,13542 Research in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Norfolk Terrier Mix,Tan/White
A762028,,11/13/2017 16:51,11/13/2017 16:51,Travis (TX),Wildlife,Sick,Other,Unknown,2 years,Bat Mix,Black
A761111,,11/13/2017 16:57,11/13/2017 16:57,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A761112,,11/13/2017 16:57,11/13/2017 16:57,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A762037,Nova,11/13/2017 18:02,11/13/2017 18:02,Manchaca Road And Matthews Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,American Bulldog,Brown/White
A762036,Aliah,11/13/2017 18:46,11/13/2017 18:46,East William Cannon And Meadow Lake Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Australian Kelpie Mix,Black/White
A762038,Fritz,11/13/2017 18:58,11/13/2017 18:58,4404 East Oltorf in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Dachshund Mix,White/Tricolor
A715704,*Happy,11/14/2017 9:26,11/14/2017 9:26,Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Boxer/Beagle,White/Brown
A762043,,11/14/2017 10:17,11/14/2017 10:17,750 Gunter Street in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Blue
A655154,Dacy,11/14/2017 10:48,11/14/2017 10:48,Airport Boulevard And Martin Luther King Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Chihuahua Shorthair Mix,Tan/White
A689946,Tank,11/14/2017 11:06,11/14/2017 11:06,13229 High Sierra in Manor (TX),Stray,Normal,Dog,Intact Male,5 years,Pit Bull Mix,White/Blue
A762047,Sugar,11/14/2017 11:06,11/14/2017 11:06,13229 High Sierra in Manor (TX),Stray,Normal,Dog,Intact Female,1 year,Staffordshire Mix,Black/White
A762048,,11/14/2017 11:17,11/14/2017 11:17,611 East 45Th Street in Austin (TX),Stray,Normal,Other,Unknown,1 year,Guinea Pig Mix,White/Brown
A762049,,11/14/2017 11:17,11/14/2017 11:17,611 East 45Th Street in Austin (TX),Stray,Normal,Other,Unknown,1 year,Guinea Pig Mix,White/Gray
A595633,Chance,11/14/2017 11:23,11/14/2017 11:23,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,7 years,American Bulldog Mix,Black/White
A762050,Trooper,11/14/2017 11:25,11/14/2017 11:25,12138 North Lamar Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,13 years,Labrador Retriever Mix,Black/White
A762053,Garfy,11/14/2017 11:41,11/14/2017 11:41,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 years,Domestic Longhair Mix,Orange Tabby
A736226,Lola,11/14/2017 12:07,11/14/2017 12:07,Outside Jurisdiction,Owner Surrender,Normal,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Calico/White
A762062,,11/14/2017 12:11,11/14/2017 12:11,6801 Riverside Drive in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Brown Tabby/White
A742148,*Ruby,11/14/2017 12:39,11/14/2017 12:39,5901 Little Creek Trl in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White
A762083,,11/14/2017 13:07,11/14/2017 13:07,Manor (TX),Owner Surrender,Normal,Dog,Intact Male,4 weeks,Pit Bull Mix,White/Black
A762082,Blaze,11/14/2017 13:10,11/14/2017 13:10,7100  290 Frontage Road in Austin (TX),Stray,Normal,Cat,Spayed Female,6 years,Domestic Longhair Mix,Calico
A762081,*Scruffy,11/14/2017 13:15,11/14/2017 13:15,12601 Rampart Street in Austin (TX),Stray,Normal,Cat,Intact Male,6 years,Domestic Longhair Mix,White/Gray
A762084,*Sarah,11/14/2017 13:22,11/14/2017 13:22,12419 Metric Blvd in Austin (TX),Stray,Sick,Dog,Intact Female,1 year,German Shepherd/Chow Chow,Black
A734612,Beans,11/14/2017 13:30,11/14/2017 13:30,1034 Clayton in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A739650,Bear,11/14/2017 13:33,11/14/2017 13:33,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White
A762091,*Pinky,11/14/2017 13:51,11/14/2017 13:51,Highway 183 And Martin Luther King in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,White/Tan
A762093,,11/14/2017 14:11,11/14/2017 14:11,14200 The Lakes Boulevard in Pflugerville (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,White/Tan
A762097,*Junebug,11/14/2017 14:42,11/14/2017 14:42,124 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Chihuahua Longhair,Black/Brown
A762096,Shorty,11/14/2017 14:42,11/14/2017 14:42,124 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan
A762100,Glenda,11/14/2017 14:51,11/14/2017 14:51,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Calico
A762106,*Petey Pablo,11/14/2017 15:59,11/14/2017 15:59,8300 Rockwood in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull/French Bulldog,White/Blue
A762112,Joni,11/14/2017 16:13,11/14/2017 16:13,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 months,Pointer/Border Collie,White/Black
A762108,Lolly,11/14/2017 16:19,11/14/2017 16:19,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 years,Shetland Sheepdog,Brown/Tricolor
A762118,,11/14/2017 17:13,11/14/2017 17:13,4700 Westgate in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Beagle Mix,Black/Brown
A761100,Betty,11/14/2017 17:24,11/14/2017 17:24,Cesar Chavez And Navasota in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,German Shepherd Mix,Tan/Black
A762115,*Nala,11/14/2017 17:27,11/14/2017 17:27,6104 Homestead Trail in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White
A762121,,11/14/2017 18:34,11/14/2017 18:34,4913 Hudson Bend Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A762122,*Larry,11/14/2017 18:49,11/14/2017 18:49,Riverside And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Black/White
A762123,,11/14/2017 18:52,11/14/2017 18:52,2700 Nueces in Austin (TX),Wildlife,Injured,Other,Unknown,7 months,Squirrel Mix,Brown/Black
A762124,*Bronco,11/14/2017 19:03,11/14/2017 19:03,10402 Little Pebble Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Black/White
A761476,Cupcake,11/15/2017 7:38,11/15/2017 7:38,5400 Ross Road in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,German Shepherd Mix,Black/Brown
A754288,Patches,11/15/2017 10:18,11/15/2017 10:18,Oltorf in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Harrier Mix,Chocolate/White
A762126,,11/15/2017 10:41,11/15/2017 10:41,9200 N Plaza in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/Brown
A762127,*Darwin,11/15/2017 11:02,11/15/2017 11:02,East 51St Street And Mueller Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Australian Kelpie Mix,Brown/White
A737397,Jellybean,11/15/2017 11:07,11/15/2017 11:07,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White/Orange
A762130,Diego,11/15/2017 11:09,11/15/2017 11:09,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A762129,Frida,11/15/2017 11:09,11/15/2017 11:09,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,9 months,Domestic Shorthair Mix,Black/White
A762128,,11/15/2017 11:19,11/15/2017 11:19,2704 Hillview Green Lane in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Fox,Black/Red
A762039,Ducky,11/15/2017 11:37,11/15/2017 11:37,Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Pit Bull,Sable
